北京市,116.407526,39.90403
北京市市辖区,116.407526,39.90403
北京市东城区,116.416357,39.928353
北京市西城区,116.365868,39.912289
北京市朝阳区,116.601144,39.948574
北京市丰台区,116.287149,39.858427
北京市石景山区,116.222982,39.906611
北京市海淀区,116.329519,39.972134
北京市门头沟区,116.102009,39.940646
北京市房山区,116.143267,39.749144
北京市通州区,116.656435,39.909946
北京市顺义区,116.654561,40.130347
北京市昌平区,116.231204,40.22066
北京市大兴区,116.341014,39.784747
北京市怀柔区,116.642349,40.315704
北京市平谷区,117.121383,40.140701
北京市密云区,116.843177,40.376834
北京市延庆区,115.974848,40.456951
天津市,117.200983,39.084158
天津市市辖区,117.200983,39.084158
天津市和平区,117.208125,39.118897
天津市河东区,117.251587,39.128291
天津市河西区,117.223372,39.109563
天津市南开区,117.150738,39.138203
天津市河北区,117.196648,39.147869
天津市红桥区,117.151533,39.167345
天津市东丽区,117.314324,39.086569
天津市西青区,117.013949,39.141591
天津市津南区,117.391976,38.984526
天津市北辰区,117.139343,39.217817
天津市武清区,117.044388,39.384119
天津市宝坻区,117.309863,39.717379
天津市滨海新区,117.78067,39.246083
天津市宁河区,117.826625,39.329858
天津市静海区,116.97413,38.947512
天津市蓟州区,117.408307,40.04606
河北省,114.468664,38.037057
河北省石家庄市,114.514859,38.042306
河北省石家庄市市辖区,114.514859,38.042306
河北省石家庄市长安区,114.53906,38.036654
河北省石家庄市桥西区,114.461154,38.004043
河北省石家庄市新华区,114.463347,38.05106
河北省石家庄市井陉矿区,114.058178,38.069748
河北省石家庄市裕华区,114.531362,38.006453
河北省石家庄市藁城区,114.847075,38.021567
河北省石家庄市鹿泉区,114.313724,38.085958
河北省石家庄市栾城区,114.648318,37.9002
河北省石家庄市井陉县,114.14524,38.032148
河北省石家庄市正定县,114.570941,38.146445
河北省石家庄市行唐县,114.552737,38.438411
河北省石家庄市灵寿县,114.37614,38.30611
河北省石家庄市高邑县,114.611433,37.615159
河北省石家庄市深泽县,115.20091,38.184072
河北省石家庄市赞皇县,114.386155,37.665576
河北省石家庄市无极县,114.976337,38.179141
河北省石家庄市平山县,114.199134,38.247144
河北省石家庄市元氏县,114.52558,37.766651
河北省石家庄市赵县,114.776187,37.756498
河北省石家庄市辛集市,115.218057,37.943315
河北省石家庄市晋州市,115.044185,38.033629
河北省石家庄市新乐市,114.684014,38.343296
河北省唐山市,118.180193,39.630867
河北省唐山市市辖区,118.180193,39.630867
河北省唐山市路南区,118.154354,39.625059
河北省唐山市路北区,118.200692,39.624437
河北省唐山市古冶区,118.447635,39.733578
河北省唐山市开平区,118.261842,39.671001
河北省唐山市丰南区,118.085169,39.576031
河北省唐山市丰润区,118.162216,39.832582
河北省唐山市曹妃甸区,118.460379,39.27307
河北省唐山市滦县滦州,118.689775,39.74038
河北省唐山市滦南县,118.682379,39.518997
河北省唐山市乐亭县,118.912571,39.425608
河北省唐山市迁西县,118.314715,40.1415
河北省唐山市玉田县,117.738658,39.900401
河北省唐山市遵化市,117.965892,40.189202
河北省唐山市迁安市,118.701144,39.999175
河北省秦皇岛市,119.600492,39.935385
河北省秦皇岛市市辖区,119.600492,39.935385
河北省秦皇岛市海港区,119.564962,39.94756
河北省秦皇岛市山海关区,119.775799,39.978849
河北省秦皇岛市北戴河区,119.488914,39.834751
河北省秦皇岛市抚宁区,119.235739,39.889241
河北省秦皇岛市青龙满族自治县,118.949684,40.407578
河北省秦皇岛市昌黎县,119.162694,39.712813
河北省秦皇岛市卢龙县,118.892986,39.891947
河北省邯郸市,114.538961,36.625657
河北省邯郸市市辖区,114.538961,36.625657
河北省邯郸市邯山区,114.490431,36.580358
河北省邯郸市丛台区,114.492897,36.63641
河北省邯郸市复兴区,114.462058,36.639022
河北省邯郸市峰峰矿区,114.209936,36.420487
河北省邯郸市肥乡区,114.800166,36.548132
河北省邯郸市永年区,116.4602165,39.9075875
河北省邯郸市临漳县,114.619544,36.3353
河北省邯郸市成安县,114.670032,36.444407
河北省邯郸市大名县,115.147814,36.285616
河北省邯郸市涉县,113.691401,36.584995
河北省邯郸市磁县,114.373947,36.374012
河北省邯郸市邱县,115.186792,36.811133
河北省邯郸市鸡泽县,114.878299,36.92035
河北省邯郸市广平县,114.948607,36.483484
河北省邯郸市馆陶县,115.282468,36.547557
河北省邯郸市魏县,114.938976,36.359861
河北省邯郸市曲周县,114.945131,36.78017
河北省邯郸市武安市,114.203697,36.696506
河北省邢台市,114.504844,37.070589
河北省邢台市市辖区,114.504844,37.070589
河北省邢台市桥东区,114.492019,37.061614
河北省邢台市桥西区,114.468435,37.059882
河北省邢台市桥东区,114.507416,37.072954
河北省邢台市临城县,114.498762,37.444499
河北省邢台市内丘县,114.512128,37.286669
河北省邢台市柏乡县,114.693426,37.482423
河北省邢台市隆尧县,114.770419,37.350173
河北省邢台市任县,114.671936,37.120983
河北省邢台市南和县,114.683762,37.005041
河北省邢台市宁晋县,114.919301,37.619886
河北省邢台市巨鹿县,115.037478,37.221112
河北省邢台市新河县,115.242014,37.528712
河北省邢台市广宗县,115.142607,37.07466
河北省邢台市平乡县,115.030076,37.063148
河北省邢台市威县,115.266783,36.975321
河北省邢台市清河县,115.667576,37.040087
河北省邢台市临西县,115.501048,36.870813
河北省邢台市南宫市,115.408748,37.359264
河北省邢台市沙河市,114.503335,36.854922
河北省保定市,115.464806,38.873891
河北省保定市市辖区,115.464806,38.873891
河北省保定市竞秀区,115.458669,38.877561
河北省保定市莲池区,115.497342,38.883209
河北省保定市满城区,115.322351,38.948955
河北省保定市清苑区,115.489968,38.765041
河北省保定市徐水区,115.62441,39.026233
河北省保定市涞水县,115.713905,39.394317
河北省保定市阜平县,114.195104,38.849152
河北省保定市定兴县,115.808175,39.263018
河北省保定市唐县,114.982972,38.748204
河北省保定市高阳县,115.778965,38.700088
河北省保定市容城县,115.861657,39.042784
河北省保定市涞源县,114.694284,39.360247
河北省保定市望都县,115.154511,38.695736
河北省保定市安新县,115.935553,38.935364
河北省保定市易县,115.497509,39.349398
河北省保定市曲阳县,114.74497,38.622242
河北省保定市蠡县,115.583855,38.488056
河北省保定市顺平县,115.13547,38.837487
河北省保定市博野县,115.46438,38.457364
河北省保定市雄县,116.10865,38.99455
河北省保定市涿州市,115.974422,39.485283
河北省保定市定州市,114.990159,38.516174
河北省保定市安国市,115.326647,38.41844
河北省保定市高碑店市,115.873758,39.326521
河北省张家口市,114.887543,40.824418
河北省张家口市市辖区,114.887543,40.824418
河北省张家口市桥东区,114.894341,40.788457
河北省张家口市桥西区,114.869407,40.819564
河北省张家口市宣化区,115.09951,40.608726
河北省张家口市下花园区,115.287352,40.502652
河北省张家口市万全区,114.74056,40.766898
河北省张家口市崇礼区,115.282669,40.974676
河北省张家口市张北县,114.720086,41.158557
河北省张家口市康保县,114.600404,41.852368
河北省张家口市沽源县,115.688692,41.669668
河北省张家口市尚义县,113.969619,41.076227
河北省张家口市蔚县,114.588903,39.840843
河北省张家口市阳原县,114.150388,40.103742
河北省张家口市怀安县,114.385791,40.674193
河北省张家口市怀来县,115.517862,40.415343
河北省张家口市涿鹿县,115.205345,40.379563
河北省张家口市赤城县,115.831499,40.912921
河北省承德市,117.96241,40.954071
河北省承德市市辖区,117.96241,40.954071
河北省承德市双桥区,117.943348,40.97465
河北省承德市双滦区,117.799912,40.959196
河北省承德市鹰手营子矿区,117.661156,40.546956
河北省承德市承德县,118.173825,40.768238
河北省承德市兴隆县,117.500558,40.417358
河北省承德市滦平县,117.332801,40.941482
河北省承德市隆化县,117.738938,41.313791
河北省承德市丰宁满族自治县,116.645988,41.208949
河北省承德市宽城满族自治县,118.485313,40.611391
河北省承德市围场满族蒙古族自治县,117.760159,41.938529
河北省承德市平泉市,114.5919465,36.0586155
河北省沧州市,116.838834,38.304477
河北省沧州市市辖区,116.838834,38.304477
河北省沧州市新华区,116.866284,38.314416
河北省沧州市运河区,116.832276,38.310143
河北省沧州市沧县,117.007478,38.219856
河北省沧州市青县,116.804306,38.583021
河北省沧州市东光县,116.537067,37.888248
河北省沧州市海兴县,117.496606,38.141582
河北省沧州市盐山县,117.230603,38.058088
河北省沧州市肃宁县,115.829758,38.422802
河北省沧州市南皮县,116.708104,38.038584
河北省沧州市吴桥县,116.391508,37.627661
河北省沧州市献县,116.122802,38.190144
河北省沧州市孟村回族自治县,117.104298,38.053409
河北省沧州市泊头市,116.578368,38.083437
河北省沧州市任丘市,116.082918,38.683592
河北省沧州市黄骅市,117.330048,38.371383
河北省沧州市河间市,116.099518,38.446624
河北省廊坊市,116.683752,39.538047
河北省廊坊市市辖区,116.683752,39.538047
河北省廊坊市安次区,116.694544,39.502569
河北省廊坊市广阳区,116.71069,39.522786
河北省廊坊市固安县,116.298657,39.438214
河北省廊坊市永清县,116.499028,39.321794
河北省廊坊市香河县,117.006093,39.761424
河北省廊坊市大城县,116.653794,38.705449
河北省廊坊市文安县,116.457858,38.873281
河北省廊坊市大厂回族自治县,116.989574,39.886547
河北省廊坊市霸州市,116.391386,39.125898
河北省廊坊市三河市,117.078295,39.982718
河北省衡水市,115.670177,37.73892
河北省衡水市市辖区,115.670177,37.73892
河北省衡水市桃城区,115.675422,37.735369
河北省衡水市冀州区,115.579334,37.550821
河北省衡水市枣强县,115.72426,37.513417
河北省衡水市武邑县,115.887655,37.801658
河北省衡水市武强县,115.982461,38.041368
河北省衡水市饶阳县,115.725833,38.235892
河北省衡水市安平县,115.519216,38.23451
河北省衡水市故城县,115.965874,37.34741
河北省衡水市景县,116.270648,37.69229
河北省衡水市阜城县,116.144418,37.868872
河北省衡水市深州市,115.559574,38.001536
山西省,112.562398,37.873531
山西省太原市,112.548879,37.87059
山西省太原市市辖区,112.548879,37.87059
山西省太原市小店区,112.564306,37.742941
山西省太原市迎泽区,112.5634,37.863451
山西省太原市杏花岭区,112.570605,37.893955
山西省太原市尖草坪区,112.486691,37.940387
山西省太原市万柏林区,112.515748,37.859447
山西省太原市晋源区,112.47794,37.715193
山西省太原市清徐县,112.358667,37.607443
山西省太原市阳曲县,112.672953,38.058489
山西省太原市娄烦县,111.797083,38.067932
山西省太原市古交市,112.175875,37.907109
山西省大同市,113.300129,40.076762
山西省大同市市辖区,113.300129,40.076762
山西省大同市平城区,113.2988855,40.075708
山西省大同市南郊区云冈,113.130769,40.109395
山西省大同市新荣区,113.140005,40.255866
